primary_key,codes,work_load,year,work_uta
8828,,Outros membros da família,1999,30
8829,,Mão-de-obra agrícola não familiar,1999,16
8830,,Permanente,1999,11
8831,,Eventual,1999,5
8832,,Mão-de-obra não contratada pelo produtor,1999,0
8833,11A131612,Mão-de-obra agrícola total,1989,162
8834,11A131612,Mão-de-obra agrícola total,2019,79
8835,11A131612,Mão-de-obra agrícola total,2009,71
8836,11A131612,Mão-de-obra agrícola total,1999,99
8837,,Mão-de-obra agrícola familiar,1999,83
8838,,Produtor,1999,31
8839,,Cônjuge,1999,23
8840,,Outros membros da família,1999,29
8841,,Mão-de-obra agrícola não familiar,1999,16
8842,,Permanente,1999,12
8843,,Eventual,1999,4
8844,,Mão-de-obra não contratada pelo produtor,1999,1
8845,11A131613,Mão-de-obra agrícola total,1989,158
8846,11A131613,Mão-de-obra agrícola total,2019,62
8847,11A131613,Mão-de-obra agrícola total,2009,82
8848,11A131613,Mão-de-obra agrícola total,1999,113
8849,,Mão-de-obra agrícola familiar,1999,101
8850,,Produtor,1999,41
8851,,Cônjuge,1999,31
8852,,Outros membros da família,1999,29
8853,,Mão-de-obra agrícola não familiar,1999,12
8854,,Permanente,1999,9
8855,,Eventual,1999,3
8856,,Mão-de-obra não contratada pelo produtor,1999,1
8857,11A131614,Mão-de-obra agrícola total,1989,95
8858,11A131614,Mão-de-obra agrícola total,2019,44
8859,11A131614,Mão-de-obra agrícola total,2009,49
8860,11A131614,Mão-de-obra agrícola total,1999,67
8861,,Mão-de-obra agrícola familiar,1999,54
8862,,Produtor,1999,25
8863,,Cônjuge,1999,18
8864,,Outros membros da família,1999,11
8865,,Mão-de-obra agrícola não familiar,1999,13
8866,,Permanente,1999,8
8867,,Eventual,1999,5
8868,,Mão-de-obra não contratada pelo produtor,1999,0
8869,11A131616,Mão-de-obra agrícola total,1989,143
8870,11A131616,Mão-de-obra agrícola total,2019,56
8871,11A131616,Mão-de-obra agrícola total,2009,85
8872,11A131616,Mão-de-obra agrícola total,1999,109
8873,,Mão-de-obra agrícola familiar,1999,97
8874,,Produtor,1999,42
8875,,Cônjuge,1999,31
8876,,Outros membros da família,1999,24
8877,,Mão-de-obra agrícola não familiar,1999,12
8878,,Permanente,1999,8
8879,,Eventual,1999,4
8880,,Mão-de-obra não contratada pelo produtor,1999,0
8881,11A131617,Mão-de-obra agrícola total,1989,109
8882,11A131617,Mão-de-obra agrícola total,2019,19
8883,11A131617,Mão-de-obra agrícola total,2009,36
8884,11A131617,Mão-de-obra agrícola total,1999,51
8885,,Mão-de-obra agrícola familiar,1999,41
8886,,Produtor,1999,17
8887,,Cônjuge,1999,12
8888,,Outros membros da família,1999,11
8889,,Mão-de-obra agrícola não familiar,1999,10
8890,,Permanente,1999,9
8891,,Eventual,1999,1
8892,,Mão-de-obra não contratada pelo produtor,1999,0
8893,11A131631,Mão-de-obra agrícola total,1989,392
8894,11A131631,Mão-de-obra agrícola total,2019,180
8895,11A131631,Mão-de-obra agrícola total,2009,242
8896,11A131631,Mão-de-obra agrícola total,1999,305
8897,,Mão-de-obra agrícola familiar,1999,255
8898,,Produtor,1999,94
8899,,Cônjuge,1999,70
8900,,Outros membros da família,1999,91
8901,,Mão-de-obra agrícola não familiar,1999,50
8902,,Permanente,1999,42
8903,,Eventual,1999,6
8904,,Mão-de-obra não contratada pelo produtor,1999,1
8905,11A131632,Mão-de-obra agrícola total,1989,224
8906,11A131632,Mão-de-obra agrícola total,2019,83
8907,11A131632,Mão-de-obra agrícola total,2009,92
8908,11A131632,Mão-de-obra agrícola total,1999,143
8909,,Mão-de-obra agrícola familiar,1999,104
8910,,Produtor,1999,42
8911,,Cônjuge,1999,37
8912,,Outros membros da família,1999,25
8913,,Mão-de-obra agrícola não familiar,1999,40
8914,,Permanente,1999,36
8915,,Eventual,1999,3
8916,,Mão-de-obra não contratada pelo produtor,1999,0
8917,11A131633,Mão-de-obra agrícola total,1989,122
8918,11A131633,Mão-de-obra agrícola total,2019,46
8919,11A131633,Mão-de-obra agrícola total,2009,74
8920,11A131633,Mão-de-obra agrícola total,1999,80
8921,,Mão-de-obra agrícola familiar,1999,73
8922,,Produtor,1999,33
8923,,Cônjuge,1999,23
8924,,Outros membros da família,1999,17
8925,,Mão-de-obra agrícola não familiar,1999,8
8926,,Permanente,1999,5
8927,,Eventual,1999,2
8928,,Mão-de-obra não contratada pelo produtor,1999,0
8929,11A131634,Mão-de-obra agrícola total,1989,136
8930,11A131634,Mão-de-obra agrícola total,2019,51
8931,11A131634,Mão-de-obra agrícola total,2009,63
8932,11A131634,Mão-de-obra agrícola total,1999,82
8933,,Mão-de-obra agrícola familiar,1999,66
8934,,Produtor,1999,29
8935,,Cônjuge,1999,19
8936,,Outros membros da família,1999,18
8937,,Mão-de-obra agrícola não familiar,1999,16
8938,,Permanente,1999,13
8939,,Eventual,1999,2
8940,,Mão-de-obra não contratada pelo produtor,1999,0
8941,11A131635,Mão-de-obra agrícola total,1989,410
8942,11A131635,Mão-de-obra agrícola total,2019,212
8943,11A131635,Mão-de-obra agrícola total,2009,247
8944,11A131635,Mão-de-obra agrícola total,1999,312
8945,,Mão-de-obra agrícola familiar,1999,277
8946,,Produtor,1999,104
8947,,Cônjuge,1999,80
8948,,Outros membros da família,1999,93
8949,,Mão-de-obra agrícola não familiar,1999,35
8950,,Permanente,1999,25
8951,,Eventual,1999,8
8952,,Mão-de-obra não contratada pelo produtor,1999,3
8953,11A131636,Mão-de-obra agrícola total,1989,144
8954,11A131636,Mão-de-obra agrícola total,2019,64
8955,11A131636,Mão-de-obra agrícola total,2009,80
8956,11A131636,Mão-de-obra agrícola total,1999,106
8957,,Mão-de-obra agrícola familiar,1999,90
8958,,Produtor,1999,37
8959,,Cônjuge,1999,26
8960,,Outros membros da família,1999,26
8961,,Mão-de-obra agrícola não familiar,1999,16
8962,,Permanente,1999,14
8963,,Eventual,1999,2
8964,,Mão-de-obra não contratada pelo produtor,1999,0
8965,11A131637,Mão-de-obra agrícola total,1989,218
8966,11A131637,Mão-de-obra agrícola total,2019,47
8967,11A131637,Mão-de-obra agrícola total,2009,70
8968,11A131637,Mão-de-obra agrícola total,1999,120
8969,,Mão-de-obra agrícola familiar,1999,97
8970,,Produtor,1999,36
8971,,Cônjuge,1999,26
8972,,Outros membros da família,1999,35
8973,,Mão-de-obra agrícola não familiar,1999,23
8974,,Permanente,1999,17
8975,,Eventual,1999,6
8976,,Mão-de-obra não contratada pelo produtor,1999,0
8977,11A131627,Mão-de-obra agrícola total,1989,105
8978,11A131627,Mão-de-obra agrícola total,2019,39
8979,11A131627,Mão-de-obra agrícola total,2009,58
8980,11A131627,Mão-de-obra agrícola total,1999,77
8981,,Mão-de-obra agrícola familiar,1999,72
8982,,Produtor,1999,31
8983,,Cônjuge,1999,27
8984,,Outros membros da família,1999,14
8985,,Mão-de-obra agrícola não familiar,1999,5
8986,,Permanente,1999,2
8987,,Eventual,1999,2
8988,,Mão-de-obra não contratada pelo produtor,1999,0
8989,11A131628,Mão-de-obra agrícola total,1989,120
8990,11A131628,Mão-de-obra agrícola total,2019,37
8991,11A131628,Mão-de-obra agrícola total,2009,19
8992,11A131628,Mão-de-obra agrícola total,1999,42
8993,,Mão-de-obra agrícola familiar,1999,37
8994,,Produtor,1999,17
8995,,Cônjuge,1999,11
8996,,Outros membros da família,1999,9
8997,,Mão-de-obra agrícola não familiar,1999,4
8998,,Permanente,1999,4
8999,,Eventual,1999,0
9000,,Mão-de-obra não contratada pelo produtor,1999,0
9001,11A131630,Mão-de-obra agrícola total,1989,117
9002,11A131630,Mão-de-obra agrícola total,2019,19
9003,11A131630,Mão-de-obra agrícola total,2009,21
9004,11A131630,Mão-de-obra agrícola total,1999,55
9005,,Mão-de-obra agrícola familiar,1999,41
9006,,Produtor,1999,18
9007,,Cônjuge,1999,13
9008,,Outros membros da família,1999,10
9009,,Mão-de-obra agrícola não familiar,1999,14
9010,,Permanente,1999,11
9011,,Eventual,1999,3
9012,,Mão-de-obra não contratada pelo produtor,1999,0
9013,11A1317,Mão-de-obra agrícola total,1989,2955
9014,11A1317,Mão-de-obra agrícola total,2019,714
9015,11A1317,Mão-de-obra agrícola total,2009,560
9016,11A1317,Mão-de-obra agrícola total,1999,1177
9017,,Mão-de-obra agrícola familiar,1999,907
9018,,Produtor,1999,442
9019,,Cônjuge,1999,296
9020,,Outros membros da família,1999,169
9021,,Mão-de-obra agrícola não familiar,1999,270
9022,,Permanente,1999,140
9023,,Eventual,1999,128
9024,,Mão-de-obra não contratada pelo produtor,1999,2
9025,11A131701,Mão-de-obra agrícola total,1989,133
9026,11A131701,Mão-de-obra agrícola total,2019,24
9027,11A131701,Mão-de-obra agrícola total,2009,30
9028,11A131701,Mão-de-obra agrícola total,1999,48
9029,,Mão-de-obra agrícola familiar,1999,42
9030,,Produtor,1999,18
9031,,Cônjuge,1999,15
9032,,Outros membros da família,1999,10
9033,,Mão-de-obra agrícola não familiar,1999,6
9034,,Permanente,1999,3
9035,,Eventual,1999,3
9036,,Mão-de-obra não contratada pelo produtor,1999,0
9037,11A131702,Mão-de-obra agrícola total,1989,119
9038,11A131702,Mão-de-obra agrícola total,2019,63
9039,11A131702,Mão-de-obra agrícola total,2009,14
9040,11A131702,Mão-de-obra agrícola total,1999,55
9041,,Mão-de-obra agrícola familiar,1999,51
9042,,Produtor,1999,26
9043,,Cônjuge,1999,16
9044,,Outros membros da família,1999,9
9045,,Mão-de-obra agrícola não familiar,1999,4
9046,,Permanente,1999,1
9047,,Eventual,1999,3
9048,,Mão-de-obra não contratada pelo produtor,1999,0
9049,11A131703,Mão-de-obra agrícola total,1989,59
9050,11A131703,Mão-de-obra agrícola total,2019,15
9051,11A131703,Mão-de-obra agrícola total,2009,5
9052,11A131703,Mão-de-obra agrícola total,1999,13
9053,,Mão-de-obra agrícola familiar,1999,13
9054,,Produtor,1999,8
9055,,Cônjuge,1999,4
9056,,Outros membros da família,1999,1
9057,,Mão-de-obra agrícola não familiar,1999,0
9058,,Permanente,1999,0
9059,,Eventual,1999,0
9060,,Mão-de-obra não contratada pelo produtor,1999,0
9061,11A131704,Mão-de-obra agrícola total,1989,83
9062,11A131704,Mão-de-obra agrícola total,2019,23
9063,11A131704,Mão-de-obra agrícola total,2009,11
9064,11A131704,Mão-de-obra agrícola total,1999,32
9065,,Mão-de-obra agrícola familiar,1999,22
9066,,Produtor,1999,11
9067,,Cônjuge,1999,7
9068,,Outros membros da família,1999,4
9069,,Mão-de-obra agrícola não familiar,1999,10
9070,,Permanente,1999,3
9071,,Eventual,1999,7
9072,,Mão-de-obra não contratada pelo produtor,1999,0
9073,11A131709,Mão-de-obra agrícola total,1989,115
9074,11A131709,Mão-de-obra agrícola total,2019,5
9075,11A131709,Mão-de-obra agrícola total,2009,11
9076,11A131709,Mão-de-obra agrícola total,1999,54
9077,,Mão-de-obra agrícola familiar,1999,51
9078,,Produtor,1999,27
9079,,Cônjuge,1999,14
9080,,Outros membros da família,1999,10
9081,,Mão-de-obra agrícola não familiar,1999,3
9082,,Permanente,1999,0
9083,,Eventual,1999,3
9084,,Mão-de-obra não contratada pelo produtor,1999,0
9085,11A131712,Mão-de-obra agrícola total,1989,120
9086,11A131712,Mão-de-obra agrícola total,2019,17
9087,11A131712,Mão-de-obra agrícola total,2009,28
9088,11A131712,Mão-de-obra agrícola total,1999,52
9089,,Mão-de-obra agrícola familiar,1999,38
9090,,Produtor,1999,20
9091,,Cônjuge,1999,11
9092,,Outros membros da família,1999,7
9093,,Mão-de-obra agrícola não familiar,1999,14
9094,,Permanente,1999,10
9095,,Eventual,1999,4
9096,,Mão-de-obra não contratada pelo produtor,1999,0
9097,11A131717,Mão-de-obra agrícola total,1989,102
9098,11A131717,Mão-de-obra agrícola total,2019,11
9099,11A131717,Mão-de-obra agrícola total,2009,24
9100,11A131717,Mão-de-obra agrícola total,1999,42
9101,,Mão-de-obra agrícola familiar,1999,27
9102,,Produtor,1999,12
9103,,Cônjuge,1999,11
9104,,Outros membros da família,1999,4
9105,,Mão-de-obra agrícola não familiar,1999,15
9106,,Permanente,1999,14
9107,,Eventual,1999,1
9108,,Mão-de-obra não contratada pelo produtor,1999,0
9109,11A131725,Mão-de-obra agrícola total,1989,181
9110,11A131725,Mão-de-obra agrícola total,2019,32
9111,11A131725,Mão-de-obra agrícola total,2009,45
9112,11A131725,Mão-de-obra agrícola total,1999,109
9113,,Mão-de-obra agrícola familiar,1999,78
9114,,Produtor,1999,39
9115,,Cônjuge,1999,32
9116,,Outros membros da família,1999,8
9117,,Mão-de-obra agrícola não familiar,1999,32
9118,,Permanente,1999,16
9119,,Eventual,1999,16
9120,,Mão-de-obra não contratada pelo produtor,1999,0
9121,11A131726,Mão-de-obra agrícola total,1989,208
9122,11A131726,Mão-de-obra agrícola total,2019,70
9123,11A131726,Mão-de-obra agrícola total,2009,63
9124,11A131726,Mão-de-obra agrícola total,1999,123
9125,,Mão-de-obra agrícola familiar,1999,94
9126,,Produtor,1999,44
9127,,Cônjuge,1999,26
9128,,Outros membros da família,1999,23
9129,,Mão-de-obra agrícola não familiar,1999,30
9130,,Permanente,1999,16
9131,,Eventual,1999,13
9132,,Mão-de-obra não contratada pelo produtor,1999,0
9133,11A131727,Mão-de-obra agrícola total,1989,194
9134,11A131727,Mão-de-obra agrícola total,2019,23
9135,11A131727,Mão-de-obra agrícola total,2009,18
9136,11A131727,Mão-de-obra agrícola total,1999,62
9137,,Mão-de-obra agrícola familiar,1999,36
9138,,Produtor,1999,19
9139,,Cônjuge,1999,10
9140,,Outros membros da família,1999,8
9141,,Mão-de-obra agrícola não familiar,1999,26
9142,,Permanente,1999,18
9143,,Eventual,1999,8
9144,,Mão-de-obra não contratada pelo produtor,1999,0
9145,11A131728,Mão-de-obra agrícola total,1989,708
9146,11A131728,Mão-de-obra agrícola total,2019,152
9147,11A131728,Mão-de-obra agrícola total,2009,118
9148,11A131728,Mão-de-obra agrícola total,1999,183
9149,,Mão-de-obra agrícola familiar,1999,163
9150,,Produtor,1999,78
9151,,Cônjuge,1999,63
9152,,Outros membros da família,1999,23
9153,,Mão-de-obra agrícola não familiar,1999,20
9154,,Permanente,1999,11
9155,,Eventual,1999,8
9156,,Mão-de-obra não contratada pelo produtor,1999,0
9157,11A131729,Mão-de-obra agrícola total,1989,546
9158,11A131729,Mão-de-obra agrícola total,2019,214
9159,11A131729,Mão-de-obra agrícola total,2009,135
9160,11A131729,Mão-de-obra agrícola total,1999,268
9161,,Mão-de-obra agrícola familiar,1999,197
9162,,Produtor,1999,95
9163,,Cônjuge,1999,54
9164,,Outros membros da família,1999,48
9165,,Mão-de-obra agrícola não familiar,1999,71
9166,,Permanente,1999,24
9167,,Eventual,1999,47
9168,,Mão-de-obra não contratada pelo produtor,1999,1
9169,11A131730,Mão-de-obra agrícola total,1989,64
9170,11A131730,Mão-de-obra agrícola total,2019,
9171,11A131730,Mão-de-obra agrícola total,2009,7
9172,11A131730,Mão-de-obra agrícola total,1999,
9173,,Mão-de-obra agrícola familiar,1999,
9174,,Produtor,1999,
9175,,Cônjuge,1999,
9176,,Outros membros da família,1999,
9177,,Mão-de-obra agrícola não familiar,1999,
9178,,Permanente,1999,
9179,,Eventual,1999,
9180,,Mão-de-obra não contratada pelo produtor,1999,
9181,11A131731,Mão-de-obra agrícola total,1989,165
9182,11A131731,Mão-de-obra agrícola total,2019,33
9183,11A131731,Mão-de-obra agrícola total,2009,42
9184,11A131731,Mão-de-obra agrícola total,1999,76
9185,,Mão-de-obra agrícola familiar,1999,59
9186,,Produtor,1999,27
9187,,Cônjuge,1999,24
9188,,Outros membros da família,1999,9
9189,,Mão-de-obra agrícola não familiar,1999,16
9190,,Permanente,1999,15
9191,,Eventual,1999,1
9192,,Mão-de-obra não contratada pelo produtor,1999,0
9193,11A131723,Mão-de-obra agrícola total,1989,158
9194,11A131723,Mão-de-obra agrícola total,2019,32
9195,11A131723,Mão-de-obra agrícola total,2009,8
9196,11A131723,Mão-de-obra agrícola total,1999,60
9197,,Mão-de-obra agrícola familiar,1999,38
9198,,Produtor,1999,20
9199,,Cônjuge,1999,12
9200,,Outros membros da família,1999,7
9201,,Mão-de-obra agrícola não familiar,1999,22
9202,,Permanente,1999,10
9203,,Eventual,1999,12
9204,,Mão-de-obra não contratada pelo produtor,1999,0
9205,11B,Mão-de-obra agrícola total,1989,28037
9206,11B,Mão-de-obra agrícola total,2019,13973
9207,11B,Mão-de-obra agrícola total,2009,16755
9208,11B,Mão-de-obra agrícola total,1999,22754
9209,,Mão-de-obra agrícola familiar,1999,21370
9210,,Produtor,1999,10442
9211,,Cônjuge,1999,6556
9212,,Outros membros da família,1999,4373
9213,,Mão-de-obra agrícola não familiar,1999,1384
9214,,Permanente,1999,235
9215,,Eventual,1999,1016
9216,,Mão-de-obra não contratada pelo produtor,1999,133
9217,11B1702,Mão-de-obra agrícola total,1989,2037
9218,11B1702,Mão-de-obra agrícola total,2019,1450
9219,11B1702,Mão-de-obra agrícola total,2009,1233
9220,11B1702,Mão-de-obra agrícola total,1999,2025
9221,,Mão-de-obra agrícola familiar,1999,1998
9222,,Produtor,1999,897
9223,,Cônjuge,1999,588
9224,,Outros membros da família,1999,512
9225,,Mão-de-obra agrícola não familiar,1999,27
9226,,Permanente,1999,4
9227,,Eventual,1999,13
9228,,Mão-de-obra não contratada pelo produtor,1999,10
9229,11B170217,Mão-de-obra agrícola total,1989,360
9230,11B170217,Mão-de-obra agrícola total,2019,240
9231,11B170217,Mão-de-obra agrícola total,2009,167
9232,11B170217,Mão-de-obra agrícola total,1999,266
9233,,Mão-de-obra agrícola familiar,1999,264
9234,,Produtor,1999,119
9235,,Cônjuge,1999,66
9236,,Outros membros da família,1999,79
9237,,Mão-de-obra agrícola não familiar,1999,2
9238,,Permanente,1999,0
9239,,Eventual,1999,1
9240,,Mão-de-obra não contratada pelo produtor,1999,1
9241,11B170218,Mão-de-obra agrícola total,1989,184
9242,11B170218,Mão-de-obra agrícola total,2019,189
9243,11B170218,Mão-de-obra agrícola total,2009,129
9244,11B170218,Mão-de-obra agrícola total,1999,299
9245,,Mão-de-obra agrícola familiar,1999,296
9246,,Produtor,1999,126
9247,,Cônjuge,1999,104
9248,,Outros membros da família,1999,66
9249,,Mão-de-obra agrícola não familiar,1999,3
9250,,Permanente,1999,0
9251,,Eventual,1999,1
9252,,Mão-de-obra não contratada pelo produtor,1999,1
9253,11B170203,Mão-de-obra agrícola total,1989,396
9254,11B170203,Mão-de-obra agrícola total,2019,190
9255,11B170203,Mão-de-obra agrícola total,2009,283
9256,11B170203,Mão-de-obra agrícola total,1999,349
9257,,Mão-de-obra agrícola familiar,1999,346
9258,,Produtor,1999,136
9259,,Cônjuge,1999,97
9260,,Outros membros da família,1999,114
9261,,Mão-de-obra agrícola não familiar,1999,3
9262,,Permanente,1999,0
9263,,Eventual,1999,2
9264,,Mão-de-obra não contratada pelo produtor,1999,1
9265,11B170219,Mão-de-obra agrícola total,1989,173
9266,11B170219,Mão-de-obra agrícola total,2019,155
9267,11B170219,Mão-de-obra agrícola total,2009,81
9268,11B170219,Mão-de-obra agrícola total,1999,180
9269,,Mão-de-obra agrícola familiar,1999,176
9270,,Produtor,1999,77
9271,,Cônjuge,1999,58
9272,,Outros membros da família,1999,40
9273,,Mão-de-obra agrícola não familiar,1999,4
9274,,Permanente,1999,0
9275,,Eventual,1999,3
9276,,Mão-de-obra não contratada pelo produtor,1999,1
9277,11B170220,Mão-de-obra agrícola total,1989,135
9278,11B170220,Mão-de-obra agrícola total,2019,103
9279,11B170220,Mão-de-obra agrícola total,2009,91
9280,11B170220,Mão-de-obra agrícola total,1999,157
9281,,Mão-de-obra agrícola familiar,1999,156
9282,,Produtor,1999,70
9283,,Cônjuge,1999,51
9284,,Outros membros da família,1999,35
9285,,Mão-de-obra agrícola não familiar,1999,2
9286,,Permanente,1999,0
9287,,Eventual,1999,0
9288,,Mão-de-obra não contratada pelo produtor,1999,1
9289,11B170208,Mão-de-obra agrícola total,1989,132
9290,11B170208,Mão-de-obra agrícola total,2019,81
9291,11B170208,Mão-de-obra agrícola total,2009,68
9292,11B170208,Mão-de-obra agrícola total,1999,89
9293,,Mão-de-obra agrícola familiar,1999,88
9294,,Produtor,1999,47
9295,,Cônjuge,1999,20
9296,,Outros membros da família,1999,21
9297,,Mão-de-obra agrícola não familiar,1999,1
9298,,Permanente,1999,0
9299,,Eventual,1999,0
9300,,Mão-de-obra não contratada pelo produtor,1999,1
9301,11B170210,Mão-de-obra agrícola total,1989,180
9302,11B170210,Mão-de-obra agrícola total,2019,97
9303,11B170210,Mão-de-obra agrícola total,2009,92
9304,11B170210,Mão-de-obra agrícola total,1999,112
9305,,Mão-de-obra agrícola familiar,1999,111
9306,,Produtor,1999,52
9307,,Cônjuge,1999,30
9308,,Outros membros da família,1999,29
9309,,Mão-de-obra agrícola não familiar,1999,1
9310,,Permanente,1999,0
9311,,Eventual,1999,0
9312,,Mão-de-obra não contratada pelo produtor,1999,1
9313,11B170213,Mão-de-obra agrícola total,1989,102
9314,11B170213,Mão-de-obra agrícola total,2019,71
9315,11B170213,Mão-de-obra agrícola total,2009,75
9316,11B170213,Mão-de-obra agrícola total,1999,148
9317,,Mão-de-obra agrícola familiar,1999,146
9318,,Produtor,1999,75
9319,,Cônjuge,1999,46
9320,,Outros membros da família,1999,25
9321,,Mão-de-obra agrícola não familiar,1999,3
9322,,Permanente,1999,0
9323,,Eventual,1999,2
9324,,Mão-de-obra não contratada pelo produtor,1999,1
9325,11B170215,Mão-de-obra agrícola total,1989,115
9326,11B170215,Mão-de-obra agrícola total,2019,114
9327,11B170215,Mão-de-obra agrícola total,2009,106
9328,11B170215,Mão-de-obra agrícola total,1999,219
9329,,Mão-de-obra agrícola familiar,1999,216
9330,,Produtor,1999,93
9331,,Cônjuge,1999,68
9332,,Outros membros da família,1999,56
9333,,Mão-de-obra agrícola não familiar,1999,2
9334,,Permanente,1999,0
9335,,Eventual,1999,1
9336,,Mão-de-obra não contratada pelo produtor,1999,1
9337,11B170221,Mão-de-obra agrícola total,1989,259
9338,11B170221,Mão-de-obra agrícola total,2019,210
9339,11B170221,Mão-de-obra agrícola total,2009,140
9340,11B170221,Mão-de-obra agrícola total,1999,207
9341,,Mão-de-obra agrícola familiar,1999,200
9342,,Produtor,1999,104
9343,,Cônjuge,1999,48
9344,,Outros membros da família,1999,47
9345,,Mão-de-obra agrícola não familiar,1999,7
9346,,Permanente,1999,2
9347,,Eventual,1999,3
9348,,Mão-de-obra não contratada pelo produtor,1999,2
9349,11B1703,Mão-de-obra agrícola total,1989,8552
9350,11B1703,Mão-de-obra agrícola total,2019,3649
9351,11B1703,Mão-de-obra agrícola total,2009,4817
9352,11B1703,Mão-de-obra agrícola total,1999,6886
9353,,Mão-de-obra agrícola familiar,1999,6563
9354,,Produtor,1999,3258
9355,,Cônjuge,1999,2070
9356,,Outros membros da família,1999,1235
9357,,Mão-de-obra agrícola não familiar,1999,323
9358,,Permanente,1999,48
9359,,Eventual,1999,241
9360,,Mão-de-obra não contratada pelo produtor,1999,34
9361,11B170301,Mão-de-obra agrícola total,1989,467
9362,11B170301,Mão-de-obra agrícola total,2019,145
9363,11B170301,Mão-de-obra agrícola total,2009,246
9364,11B170301,Mão-de-obra agrícola total,1999,343
9365,,Mão-de-obra agrícola familiar,1999,335
9366,,Produtor,1999,158
9367,,Cônjuge,1999,106
9368,,Outros membros da família,1999,71
9369,,Mão-de-obra agrícola não familiar,1999,8
9370,,Permanente,1999,0
9371,,Eventual,1999,7
9372,,Mão-de-obra não contratada pelo produtor,1999,1
9373,11B170302,Mão-de-obra agrícola total,1989,129
9374,11B170302,Mão-de-obra agrícola total,2019,64
9375,11B170302,Mão-de-obra agrícola total,2009,131
9376,11B170302,Mão-de-obra agrícola total,1999,147
9377,,Mão-de-obra agrícola familiar,1999,136
9378,,Produtor,1999,70
9379,,Cônjuge,1999,35
9380,,Outros membros da família,1999,32
9381,,Mão-de-obra agrícola não familiar,1999,11
9382,,Permanente,1999,2
9383,,Eventual,1999,9
9384,,Mão-de-obra não contratada pelo produtor,1999,0
9385,11B170305,Mão-de-obra agrícola total,1989,135
9386,11B170305,Mão-de-obra agrícola total,2019,48
9387,11B170305,Mão-de-obra agrícola total,2009,57
9388,11B170305,Mão-de-obra agrícola total,1999,74
9389,,Mão-de-obra agrícola familiar,1999,70
9390,,Produtor,1999,35
9391,,Cônjuge,1999,21
9392,,Outros membros da família,1999,15
9393,,Mão-de-obra agrícola não familiar,1999,3
9394,,Permanente,1999,0
9395,,Eventual,1999,3
9396,,Mão-de-obra não contratada pelo produtor,1999,1
9397,11B170309,Mão-de-obra agrícola total,1989,304
9398,11B170309,Mão-de-obra agrícola total,2019,176
9399,11B170309,Mão-de-obra agrícola total,2009,203
9400,11B170309,Mão-de-obra agrícola total,1999,236
9401,,Mão-de-obra agrícola familiar,1999,232
9402,,Produtor,1999,121
9403,,Cônjuge,1999,80
9404,,Outros membros da família,1999,31
9405,,Mão-de-obra agrícola não familiar,1999,4
9406,,Permanente,1999,0
9407,,Eventual,1999,2
9408,,Mão-de-obra não contratada pelo produtor,1999,1
9409,11B170310,Mão-de-obra agrícola total,1989,164
9410,11B170310,Mão-de-obra agrícola total,2019,26
9411,11B170310,Mão-de-obra agrícola total,2009,55
9412,11B170310,Mão-de-obra agrícola total,1999,95
9413,,Mão-de-obra agrícola familiar,1999,90
9414,,Produtor,1999,43
9415,,Cônjuge,1999,25
9416,,Outros membros da família,1999,22
9417,,Mão-de-obra agrícola não familiar,1999,5
9418,,Permanente,1999,4
9419,,Eventual,1999,1
9420,,Mão-de-obra não contratada pelo produtor,1999,0
9421,11B170312,Mão-de-obra agrícola total,1989,393
9422,11B170312,Mão-de-obra agrícola total,2019,142
9423,11B170312,Mão-de-obra agrícola total,2009,139
9424,11B170312,Mão-de-obra agrícola total,1999,339
9425,,Mão-de-obra agrícola familiar,1999,321
9426,,Produtor,1999,166
9427,,Cônjuge,1999,99
9428,,Outros membros da família,1999,55
9429,,Mão-de-obra agrícola não familiar,1999,19
9430,,Permanente,1999,0
9431,,Eventual,1999,16
9432,,Mão-de-obra não contratada pelo produtor,1999,2
9433,11B170313,Mão-de-obra agrícola total,1989,134
9434,11B170313,Mão-de-obra agrícola total,2019,67
9435,11B170313,Mão-de-obra agrícola total,2009,77
9436,11B170313,Mão-de-obra agrícola total,1999,138
9437,,Mão-de-obra agrícola familiar,1999,130
9438,,Produtor,1999,66
9439,,Cônjuge,1999,40
9440,,Outros membros da família,1999,24
9441,,Mão-de-obra agrícola não familiar,1999,8
9442,,Permanente,1999,0
9443,,Eventual,1999,7
9444,,Mão-de-obra não contratada pelo produtor,1999,1
9445,11B170314,Mão-de-obra agrícola total,1989,164
9446,11B170314,Mão-de-obra agrícola total,2019,51
9447,11B170314,Mão-de-obra agrícola total,2009,85
9448,11B170314,Mão-de-obra agrícola total,1999,185
9449,,Mão-de-obra agrícola familiar,1999,180
9450,,Produtor,1999,82
9451,,Cônjuge,1999,63
9452,,Outros membros da família,1999,36
9453,,Mão-de-obra agrícola não familiar,1999,4
9454,,Permanente,1999,2
9455,,Eventual,1999,2
9456,,Mão-de-obra não contratada pelo produtor,1999,0
9457,11B170316,Mão-de-obra agrícola total,1989,192
9458,11B170316,Mão-de-obra agrícola total,2019,60
9459,11B170316,Mão-de-obra agrícola total,2009,149
9460,11B170316,Mão-de-obra agrícola total,1999,112
9461,,Mão-de-obra agrícola familiar,1999,111
9462,,Produtor,1999,55
9463,,Cônjuge,1999,33
9464,,Outros membros da família,1999,22
9465,,Mão-de-obra agrícola não familiar,1999,2
9466,,Permanente,1999,0
9467,,Eventual,1999,1
